:ID(Body-ID),bodyId:long,pre:int,post:int,status:string,statusLabel:string,cropped:boolean,instance:string,type:string,primaryNeurite:string,somaLocation:point{srid:9157},somaRadius:float,size:long,roiInfo:string,:LABEL,alpha1:boolean,alpha2:boolean,alpha3:boolean
890853,890853,52,84,Traced,Roughly traced,,KC-s,KC-s,,,,19162423,"{""alpha3"": {""pre"": 27, ""post"": 47}, ""alpha2"": {""pre"": 18, ""post"": 26}, ""alpha1"": {""pre"": 7, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
754085,754085,62,74,Traced,Roughly traced,,KC-any,KC-any,,,,18604498,"{""alpha3"": {""pre"": 34, ""post"": 40}, ""alpha2"": {""pre"": 21, ""post"": 24}, ""alpha1"": {""pre"": 7, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
842177,842177,0,1,,,,,,,,,3005,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1147850,1147850,51,71,Traced,Roughly traced,,KC-c,KC-c,,,,18540849,"{""alpha3"": {""pre"": 26, ""post"": 38}, ""alpha2"": {""pre"": 21, ""post"": 26}, ""alpha1"": {""pre"": 4, ""post"": 7}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
200003470,200003470,1,1,,,,,,,,,29859,"{""alpha3"": {""pre"": 1, ""post"": 1}}",Segment;mushroombody_Segment,,,true
591019,591019,0,4,,,,,,,,,42307,"{""alpha3"": {""post"": 4}}",Segment;mushroombody_Segment,,,true
6302743,6302743,48,51,Traced,Roughly traced,,KC-c,KC-c,,,,17827658,"{""alpha3"": {""pre"": 22, ""post"": 28}, ""alpha2"": {""pre"": 21, ""post"": 21}, ""alpha1"": {""pre"": 5, ""post"": 2}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
760037,760037,0,1,,,,,,,,,1333,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
684297,684297,49,67,Traced,Roughly traced,,KC-c,KC-c,,,,17185813,"{""alpha3"": {""pre"": 32, ""post"": 45}, ""alpha2"": {""pre"": 14, ""post"": 18}, ""alpha1"": {""pre"": 3, ""post"": 4}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
842689,842689,1,0,,,,,,,,,1283,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
848199,848199,58,70,Traced,Roughly traced,,KC-c,KC-c,,,,18445091,"{""alpha3"": {""pre"": 21, ""post"": 33}, ""alpha2"": {""pre"": 27, ""post"": 21}, ""alpha1"": {""pre"": 10, ""post"": 16}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
900872,900872,64,66,Traced,Roughly traced,,KC-s,KC-s,,,,19315509,"{""alpha3"": {""pre"": 41, ""post"": 44}, ""alpha2"": {""pre"": 17, ""post"": 17}, ""alpha1"": {""pre"": 6, ""post"": 5}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
893419,893419,1,0,,,,,,,,,4047,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
1848980,1848980,66,107,Traced,Roughly traced,,KC-s,KC-s,,,,25570865,"{""alpha3"": {""pre"": 34, ""post"": 56}, ""alpha2"": {""pre"": 21, ""post"": 35}, ""alpha1"": {""pre"": 11, ""post"": 16}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
668273,668273,0,3,Orphan,Orphan,,Others-orphan,,,,,14692,"{""alpha3"": {""post"": 3}}",Segment;mushroombody_Segment,,,true
671293,671293,0,11,Orphan,Orphan,,orphan,,,,,89344,"{""alpha3"": {""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,,true
585982,585982,1,0,,,,,,,,,7675,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
669078,669078,0,2,,,,,,,,,30385,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
763151,763151,0,1,,,,,,,,,2122,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1147474,1147474,42,64,Traced,Roughly traced,,KC-c,KC-c,,,,14047684,"{""alpha3"": {""pre"": 21, ""post"": 36}, ""alpha2"": {""pre"": 11, ""post"": 16}, ""alpha1"": {""pre"": 10, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
895128,895128,61,91,Traced,Roughly traced,,KC-s,KC-s,,,,25519533,"{""alpha3"": {""pre"": 35, ""post"": 44}, ""alpha2"": {""pre"": 16, ""post"": 28}, ""alpha1"": {""pre"": 10, ""post"": 19}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1057194,1057194,1,0,,,,,,,,,867,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
1292685,1292685,0,1,,,,,,,,,1642,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
973390,973390,70,105,Traced,Roughly traced,,KC-s,KC-s,,,,26091972,"{""alpha3"": {""pre"": 48, ""post"": 66}, ""alpha2"": {""pre"": 15, ""post"": 28}, ""alpha1"": {""pre"": 7, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1152560,1152560,50,85,Traced,Roughly traced,,KC-c,KC-c,,,,17509248,"{""alpha3"": {""pre"": 28, ""post"": 49}, ""alpha2"": {""pre"": 15, ""post"": 19}, ""alpha1"": {""pre"": 7, ""post"": 17}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1147718,1147718,0,1,,,,,,,,,1616,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1591592,1591592,80,109,Traced,Roughly traced,,KC-s,KC-s,,,,26897815,"{""alpha3"": {""pre"": 47, ""post"": 66}, ""alpha2"": {""pre"": 23, ""post"": 35}, ""alpha1"": {""pre"": 10, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1402174,1402174,61,76,Traced,Roughly traced,,KC-any,KC-any,,,,22526594,"{""alpha3"": {""pre"": 28, ""post"": 40}, ""alpha2"": {""pre"": 23, ""post"": 24}, ""alpha1"": {""pre"": 10, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1047848,1047848,46,71,Traced,Roughly traced,,KC-s,KC-s,,,,17858208,"{""alpha3"": {""pre"": 26, ""post"": 42}, ""alpha2"": {""pre"": 15, ""post"": 21}, ""alpha1"": {""pre"": 5, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1060617,1060617,1,0,,,,,,,,,1762,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
1285539,1285539,69,97,Traced,Roughly traced,,KC-s,KC-s,,,,28480419,"{""alpha3"": {""pre"": 38, ""post"": 50}, ""alpha2"": {""pre"": 26, ""post"": 36}, ""alpha1"": {""pre"": 5, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1235475,1235475,56,71,Traced,Roughly traced,,KC-s,KC-s,,,,19878669,"{""alpha3"": {""pre"": 29, ""post"": 39}, ""alpha2"": {""pre"": 18, ""post"": 20}, ""alpha1"": {""pre"": 9, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1298588,1298588,64,98,Traced,Roughly traced,,KC-s,KC-s,,,,23779966,"{""alpha3"": {""pre"": 29, ""post"": 53}, ""alpha2"": {""pre"": 25, ""post"": 31}, ""alpha1"": {""pre"": 10, ""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2232102,2232102,54,85,Traced,Roughly traced,,KC-s,KC-s,,,,20975767,"{""alpha3"": {""pre"": 31, ""post"": 42}, ""alpha2"": {""pre"": 17, ""post"": 31}, ""alpha1"": {""pre"": 6, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
603173,603173,75,103,Traced,Roughly traced,,KC-s,KC-s,,,,26245856,"{""alpha3"": {""pre"": 53, ""post"": 69}, ""alpha2"": {""pre"": 12, ""post"": 23}, ""alpha1"": {""pre"": 10, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1060506,1060506,48,65,Traced,Roughly traced,,KC-c,KC-c,,,,14689885,"{""alpha3"": {""pre"": 22, ""post"": 30}, ""alpha2"": {""pre"": 18, ""post"": 17}, ""alpha1"": {""pre"": 8, ""post"": 18}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1147766,1147766,57,80,Traced,Roughly traced,,KC-any,KC-any,,,,19119713,"{""alpha3"": {""pre"": 31, ""post"": 47}, ""alpha2"": {""pre"": 17, ""post"": 19}, ""alpha1"": {""pre"": 9, ""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1404589,1404589,1,0,,,,,,,,,3171,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
1159077,1159077,54,77,Traced,Roughly traced,,KC-c,KC-c,,,,17622250,"{""alpha3"": {""pre"": 30, ""post"": 42}, ""alpha2"": {""pre"": 19, ""post"": 27}, ""alpha1"": {""pre"": 5, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2544903,2544903,77,100,Traced,Roughly traced,,KC-s,KC-s,,,,30312589,"{""alpha3"": {""pre"": 43, ""post"": 66}, ""alpha2"": {""pre"": 22, ""post"": 22}, ""alpha1"": {""pre"": 12, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1574351,1574351,71,91,Traced,Roughly traced,,KC-s,KC-s,,,,25746403,"{""alpha3"": {""pre"": 43, ""post"": 52}, ""alpha2"": {""pre"": 20, ""post"": 19}, ""alpha1"": {""pre"": 8, ""post"": 20}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2464891,2464891,58,73,Traced,Roughly traced,,KC-s,KC-s,,,,20502001,"{""alpha3"": {""pre"": 30, ""post"": 40}, ""alpha2"": {""pre"": 19, ""post"": 19}, ""alpha1"": {""pre"": 9, ""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1403889,1403889,54,64,Traced,Roughly traced,,KC-any,KC-any,,,,16190242,"{""alpha3"": {""pre"": 25, ""post"": 34}, ""alpha2"": {""pre"": 23, ""post"": 26}, ""alpha1"": {""pre"": 6, ""post"": 4}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1497308,1497308,0,9,Orphan,Orphan,,Others-orphan,,,,,74593,"{""alpha3"": {""post"": 9}}",Segment;mushroombody_Segment,,,true
1404499,1404499,1,0,,,,,,,,,4803,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
1572679,1572679,0,1,,,,,,,,,452386,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1403787,1403787,0,14,Orphan,Orphan,,Others-orphan,,,,,125879,"{""alpha3"": {""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,,,true
1497498,1497498,0,1,Traced,Roughly traced,,Others,,,,,733321,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
2943199,2943199,67,91,Traced,Roughly traced,,KC-s,KC-s,,,,24515509,"{""alpha3"": {""pre"": 37, ""post"": 56}, ""alpha2"": {""pre"": 16, ""post"": 18}, ""alpha1"": {""pre"": 14, ""post"": 17}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2004006,2004006,66,84,Traced,Roughly traced,,KC-s,KC-s,,,,25264553,"{""alpha3"": {""pre"": 32, ""post"": 49}, ""alpha2"": {""pre"": 24, ""post"": 24}, ""alpha1"": {""pre"": 10, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1810197,1810197,72,99,Traced,Roughly traced,,KC-s,KC-s,,,,30558472,"{""alpha3"": {""pre"": 42, ""post"": 56}, ""alpha2"": {""pre"": 22, ""post"": 28}, ""alpha1"": {""pre"": 8, ""post"": 15}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
473539,473539,83,113,Traced,Roughly traced,,KC-s,KC-s,,,,33580004,"{""alpha3"": {""pre"": 50, ""post"": 69}, ""alpha2"": {""pre"": 23, ""post"": 34}, ""alpha1"": {""pre"": 10, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
468743,468743,0,1,,,,,,,,,8863,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
511867,511867,49,74,Traced,Roughly traced,,KC-s,KC-s,,,,18002796,"{""alpha3"": {""pre"": 24, ""post"": 39}, ""alpha2"": {""pre"": 15, ""post"": 22}, ""alpha1"": {""pre"": 10, ""post"": 13}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
479881,479881,80,88,Traced,Roughly traced,,KC-s,KC-s,,,,31692585,"{""alpha3"": {""pre"": 45, ""post"": 52}, ""alpha2"": {""pre"": 26, ""post"": 28}, ""alpha1"": {""pre"": 9, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
511133,511133,0,1,,,,,,,,,2748,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
506229,506229,0,1,,,,,,,,,29103,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
853554,853554,60,81,Traced,Roughly traced,,KC-s,KC-s,,,,19295382,"{""alpha3"": {""pre"": 30, ""post"": 54}, ""alpha2"": {""pre"": 20, ""post"": 17}, ""alpha1"": {""pre"": 10, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
471603,471603,0,3,Orphan,Orphan,,Others-orphan,,,,,18449,"{""alpha3"": {""post"": 3}}",Segment;mushroombody_Segment,,,true
1510819,1510819,52,78,Traced,Roughly traced,,KC-any,KC-any,,,,19188056,"{""alpha3"": {""pre"": 27, ""post"": 47}, ""alpha2"": {""pre"": 20, ""post"": 23}, ""alpha1"": {""pre"": 5, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
430270,430270,0,2,,,,,,,,,25440,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
771219,771219,1,0,,,,,,,,,1949,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
2243826,2243826,65,97,Traced,Roughly traced,,KC-s,KC-s,,,,21822289,"{""alpha3"": {""pre"": 37, ""post"": 56}, ""alpha2"": {""pre"": 16, ""post"": 25}, ""alpha1"": {""pre"": 12, ""post"": 16}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
900556,900556,0,1,,,,,,,,,11683,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
604144,604144,59,73,Traced,Roughly traced,,KC-s,KC-s,,,,22857538,"{""alpha3"": {""pre"": 33, ""post"": 40}, ""alpha2"": {""pre"": 16, ""post"": 21}, ""alpha1"": {""pre"": 10, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1248607,1248607,55,81,Traced,Roughly traced,,KC-s,KC-s,,,,22113541,"{""alpha3"": {""pre"": 30, ""post"": 49}, ""alpha2"": {""pre"": 17, ""post"": 20}, ""alpha1"": {""pre"": 8, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
898139,898139,1,0,,,,,,,,,2785,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
846849,846849,53,83,Traced,Roughly traced,,KC-any,KC-any,,,,19801473,"{""alpha3"": {""pre"": 28, ""post"": 48}, ""alpha2"": {""pre"": 12, ""post"": 16}, ""alpha1"": {""pre"": 13, ""post"": 19}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
907320,907320,68,94,Traced,Roughly traced,,KC-s,KC-s,,,,22172653,"{""alpha3"": {""pre"": 38, ""post"": 55}, ""alpha2"": {""pre"": 19, ""post"": 27}, ""alpha1"": {""pre"": 11, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
845998,845998,0,1,,,,,,,,,1112,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
481233,481233,61,82,Traced,Roughly traced,,KC-s,KC-s,,,,17726865,"{""alpha3"": {""pre"": 31, ""post"": 39}, ""alpha2"": {""pre"": 21, ""post"": 31}, ""alpha1"": {""pre"": 9, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2096391,2096391,67,84,Traced,Roughly traced,,KC-s,KC-s,,,,24595514,"{""alpha3"": {""pre"": 41, ""post"": 52}, ""alpha2"": {""pre"": 18, ""post"": 22}, ""alpha1"": {""pre"": 8, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
897723,897723,0,1,,,,,,,,,2780,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
688337,688337,0,1,,,,,,,,,1752,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
687614,687614,0,5,Orphan,Orphan,,Others-orphan,,,,,30363,"{""alpha3"": {""post"": 5}}",Segment;mushroombody_Segment,,,true
774253,774253,0,2,,,,,,,,,3746,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
2203541,2203541,57,70,Traced,Roughly traced,,KC-s,KC-s,,,,20111275,"{""alpha3"": {""pre"": 27, ""post"": 36}, ""alpha2"": {""pre"": 17, ""post"": 17}, ""alpha1"": {""pre"": 13, ""post"": 17}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
593243,593243,0,2,,,,,,,,,7877,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
896719,896719,68,103,Traced,Roughly traced,,KC-s,KC-s,,,,26047910,"{""alpha3"": {""pre"": 40, ""post"": 60}, ""alpha2"": {""pre"": 16, ""post"": 25}, ""alpha1"": {""pre"": 12, ""post"": 18}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
682798,682798,45,75,Traced,Roughly traced,,KC-c,KC-c,,,,15984488,"{""alpha3"": {""pre"": 22, ""post"": 40}, ""alpha2"": {""pre"": 16, ""post"": 26}, ""alpha1"": {""pre"": 7, ""post"": 9}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
769272,769272,0,1,,,,,,,,,3671,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1237843,1237843,48,72,Traced,Roughly traced,,KC-any,KC-any,,,,21119788,"{""alpha3"": {""pre"": 27, ""post"": 45}, ""alpha2"": {""pre"": 14, ""post"": 19}, ""alpha1"": {""pre"": 7, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2082047,2082047,51,53,Traced,Roughly traced,,KC-any,KC-any,,,,17179603,"{""alpha3"": {""pre"": 27, ""post"": 30}, ""alpha2"": {""pre"": 17, ""post"": 19}, ""alpha1"": {""pre"": 7, ""post"": 4}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
6,6,79,102,Traced,Roughly traced,,KC-s,KC-s,,,,28751621,"{""alpha3"": {""pre"": 40, ""post"": 60}, ""alpha2"": {""pre"": 32, ""post"": 32}, ""alpha1"": {""pre"": 7, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
691612,691612,0,9,Orphan,Orphan,,Others-orphan,,,,,43736,"{""alpha3"": {""post"": 9}}",Segment;mushroombody_Segment,,,true
4256108,4256108,51,67,Traced,Roughly traced,,KC-s,KC-s,,,,17654395,"{""alpha3"": {""pre"": 26, ""post"": 38}, ""alpha2"": {""pre"": 19, ""post"": 24}, ""alpha1"": {""pre"": 6, ""post"": 5}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
979848,979848,0,1,,,,,,,,,11562,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
980370,980370,8,76,Traced,Traced,false,SIFamide,SIFamide,,,,53177773,"{""alpha3"": {""pre"": 4, ""post"": 44}, ""alpha2"": {""pre"": 4, ""post"": 29}, ""alpha1"": {""post"": 3}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1237125,1237125,0,1,,,,,,,,,2090,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1236702,1236702,63,83,Traced,Roughly traced,,KC-any,KC-any,,,,18808820,"{""alpha3"": {""pre"": 34, ""post"": 46}, ""alpha2"": {""pre"": 23, ""post"": 27}, ""alpha1"": {""pre"": 6, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1082253,1082253,66,78,Traced,Roughly traced,,KC-any,KC-any,,,,29247706,"{""alpha3"": {""pre"": 37, ""post"": 52}, ""alpha2"": {""pre"": 21, ""post"": 18}, ""alpha1"": {""pre"": 8, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1292600,1292600,55,77,Traced,Roughly traced,,KC-p,KC-p,,,,28354481,"{""alpha3"": {""pre"": 32, ""post"": 46}, ""alpha2"": {""pre"": 20, ""post"": 26}, ""alpha1"": {""pre"": 3, ""post"": 5}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
5000802,5000802,81,119,Traced,Roughly traced,,KC-s,KC-s,,,,45678462,"{""alpha3"": {""pre"": 48, ""post"": 73}, ""alpha2"": {""pre"": 24, ""post"": 35}, ""alpha1"": {""pre"": 9, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1162022,1162022,0,1,,,,,,,,,1210,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
1295785,1295785,0,2,,,,,,,,,12015,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
1298235,1298235,61,71,Traced,Roughly traced,,KC-s,KC-s,,,,22572718,"{""alpha3"": {""pre"": 33, ""post"": 41}, ""alpha2"": {""pre"": 18, ""post"": 19}, ""alpha1"": {""pre"": 10, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2609271,2609271,77,102,Traced,Roughly traced,,KC-s,KC-s,,,,31415346,"{""alpha3"": {""pre"": 43, ""post"": 63}, ""alpha2"": {""pre"": 26, ""post"": 27}, ""alpha1"": {""pre"": 8, ""post"": 12}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
200001284,200001284,0,2,,,,,,,,,142568,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
2089450,2089450,78,114,Traced,Traced,false,MBON-11-R,MBON-11,,,,79054690,"{""alpha3"": {""pre"": 38, ""post"": 42}, ""alpha2"": {""pre"": 34, ""post"": 69}, ""alpha1"": {""pre"": 4, ""post"": 3}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1502359,1502359,0,2,,,,,,,,,3095,"{""alpha3"": {""post"": 2}}",Segment;mushroombody_Segment,,,true
1623689,1623689,1,0,,,,,,,,,668,"{""alpha3"": {""pre"": 1}}",Segment;mushroombody_Segment,,,true
3093046,3093046,70,97,Traced,Roughly traced,,KC-s,KC-s,,,,26546965,"{""alpha3"": {""pre"": 40, ""post"": 56}, ""alpha2"": {""pre"": 21, ""post"": 30}, ""alpha1"": {""pre"": 9, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
15460236,15460236,55,87,Traced,Roughly traced,,KC-s,KC-s,,,,21235569,"{""alpha3"": {""pre"": 26, ""post"": 47}, ""alpha2"": {""pre"": 18, ""post"": 26}, ""alpha1"": {""pre"": 11, ""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1627616,1627616,73,94,Traced,Roughly traced,,KC-s,KC-s,,,,24943804,"{""alpha3"": {""pre"": 42, ""post"": 56}, ""alpha2"": {""pre"": 23, ""post"": 24}, ""alpha1"": {""pre"": 8, ""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
3292499,3292499,69,100,Traced,Roughly traced,,KC-s,KC-s,,,,29090416,"{""alpha3"": {""pre"": 45, ""post"": 64}, ""alpha2"": {""pre"": 19, ""post"": 28}, ""alpha1"": {""pre"": 5, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
3206508,3206508,57,76,Traced,Roughly traced,,KC-s,KC-s,,,,19894418,"{""alpha3"": {""pre"": 32, ""post"": 46}, ""alpha2"": {""pre"": 14, ""post"": 19}, ""alpha1"": {""pre"": 11, ""post"": 11}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
479047,479047,59,79,Traced,Roughly traced,,KC-s,KC-s,,,,24932748,"{""alpha3"": {""pre"": 29, ""post"": 42}, ""alpha2"": {""pre"": 17, ""post"": 22}, ""alpha1"": {""pre"": 13, ""post"": 15}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
4260945,4260945,46,60,Traced,Roughly traced,,KC-any,KC-any,,,,18045211,"{""alpha3"": {""pre"": 25, ""post"": 34}, ""alpha2"": {""pre"": 14, ""post"": 16}, ""alpha1"": {""pre"": 7, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
1586988,1586988,0,1,,,,,,,,,174010,"{""alpha3"": {""post"": 1}}",Segment;mushroombody_Segment,,,true
3859989,3859989,55,73,Traced,Roughly traced,,KC-s,KC-s,,,,20768938,"{""alpha3"": {""pre"": 32, ""post"": 43}, ""alpha2"": {""pre"": 15, ""post"": 22}, ""alpha1"": {""pre"": 8, ""post"": 8}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
3219957,3219957,65,78,Traced,Roughly traced,,KC-s,KC-s,,,,22956122,"{""alpha3"": {""pre"": 37, ""post"": 48}, ""alpha2"": {""pre"": 21, ""post"": 23}, ""alpha1"": {""pre"": 7, ""post"": 7}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2089114,2089114,81,91,Traced,Roughly traced,,KC-s,KC-s,,,,28169920,"{""alpha3"": {""pre"": 40, ""post"": 56}, ""alpha2"": {""pre"": 30, ""post"": 25}, ""alpha1"": {""pre"": 11, ""post"": 10}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
25335823,25335823,0,1,,,,,,,,,40315,"{}",Segment;mushroombody_Segment,,,
25334141,25334141,0,1,,,,,,,,,16190,"{}",Segment;mushroombody_Segment,,,
25331564,25331564,0,1,,,,,,,,,17371,"{}",Segment;mushroombody_Segment,,,
25330989,25330989,0,1,,,,,,,,,3745,"{}",Segment;mushroombody_Segment,,,
25328886,25328886,0,1,,,,,,,,,10207,"{}",Segment;mushroombody_Segment,,,
25333078,25333078,1,0,,,,,,,,,3894,"{}",Segment;mushroombody_Segment,,,
2234574,2234574,85,112,Traced,Roughly traced,,KC-s,KC-s,,,,38860163,"{""alpha3"": {""pre"": 43, ""post"": 58}, ""alpha2"": {""pre"": 33, ""post"": 40}, ""alpha1"": {""pre"": 9, ""post"": 14}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
2531953,2531953,79,94,Traced,Roughly traced,,KC-s,KC-s,,,,25027282,"{""alpha3"": {""pre"": 46, ""post"": 64}, ""alpha2"": {""pre"": 22, ""post"": 23}, ""alpha1"": {""pre"": 11, ""post"": 7}}",Segment;mushroombody_Segment;Neuron;mushroombody_Neuron,true,true,true
